File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Kirundi_Length
,"Ndababwira nti ivyo nta fatiro bifise, ariko baguma bagerageza kubinyumvisha, mu kumpa insiguro zitagira mvura nyene",,,general,"Je vous le dis, ce n'est pas le cas, mais ils continuent d'essayer d'y parvenir, en me donnant un discours parfait qui est juste",,,,,,116.0
,Ndabikika gute ? Ese isuka y’abandi! Nkwirwa hehe ga bane ba mama?,,,general,Comment puis-je y jouer ? Quel oint ! Où trouvez-vous les quatre mères de ma mère ?,,,,,,66.0
,"Ndabizi, ariko iyo ihejeje kuvuga ni iy’abanyeshure, erega? irisangije ijwi.",,,general,"Je sais, mais quand il s’agit uniquement de ça, c’est pour les étudiants, moi ? il a partagé.",,,,,,76.0
,"Ndagufature, ariko ubandonderere ubaronka. Genda uriruka,",,,general,"Je suis malade, c'est lui qui va les retrouver souvent. Gealo court,",,,,,,57.0
,"Ndahumiriza ndaruhekenya, numva ruraryoshe. Duca turatonora ivyari bisigaye, turabisangira ; mbere vyinshi ni je nabiriye.",,,general,"Je le jure et je trouve que c'est amusant. Nous faisons aussi le reste, et nous le partageons ; la plupart de moi, j'ai mangé.",,,,,,122.0
,"Ndayisaba yiga mu mwaka wa kabiri. Emwe n’aho nagendeye, sinari bwabone umwana asamara nka we! Na mwe nimwiyumvire :",,,general,Je le pose en deuxième année. Je n'ai pas pu voir un enfant comme lui ! Je pense aussi :,,,,,,116.0
,"Ndetse n’iyo bayiramukijwe kubera ukutamenya, ntiyishurwa",,,general,"Même s’ils sont excusés de ne pas savoir, ils ne sont pas payés",,,,,,57.0
,"Ndibuka muri Kigarama mu mwaka uheze, nari nagiye mw’isabukuru mu gihugu ca Tiniziya",,,general,"Je me souviens qu'en décembre de l'année dernière, je suis allé en Tunisie pour mon anniversaire",,,,,,84.0
,"Ndiyemeje kurwanya ivyiyumviro n’ingendo z’ihonyabwoko n’ugukumirana, guharanira no guteza imbere agateka ka zina muntu.",,,general,"Je suis déterminé à lutter contre les pensées et les actions de la tyrannie et à prévenir, combattre et promouvoir le droit au nom humain.",,,,,,120.0
,"Negura isuka n’igitemere, ndaduga, ntaha zirayoye. Emwe, aho ifuku igerereye, ntihagezwa intemere",,,general,"Critiquez le versement et le plat, dis-je, ils ne sont pas sucrés. Oui, là où est la poussière, il n'y a pas de permission",,,,,,97.0
,"Ngira Imana, mpura na Onesphore Nibigira,  uwaminuje ivy’indimi n’amayagwa vya Afurika, aransigurira",,,general,"Je prie Dieu, je rencontre Onesphore Nibigira, qui comprend les langues et les coutumes de l'Afrique, m'explique-t-il",,,,,,100.0
,Ngizi ingingo zapfunditswe n’iyo nama nkarishabwenge:,,,general,Je connais les sujets abordés par ce sage conseil :,,,,,,53.0
,"Ngo mpengere burashitse, nsaba uruhusha ngo nzoje kubaramutsa. Ariko agatima kose kari kuri vya biyoba.",,,general,"Je pense qu'il est temps, je demande votre permission pour les saluer. Mais l’ambiance générale est à la peur.",,,,,,103.0
,"Ngo nshikeyo, ndarimurura, ndahebura n’inkondo. Aho nkubise isuka, nseruka ku mwobo.",,,general,"Alors pour y arriver, je le relève, et j'abandonnerai le podan. Là où j'ai frappé, je suis apparu sur le trou.",,,,,,84.0
,Ng’uwo Kariwabo avuye kw’ishure. Nyina amwakirije yompi n’igishika c’umuvyeyi. Yinjiye mu nzu yakiriye isahani,,,general,C'est comme si Kariwabo rentrait de l'école. Sa mère les accueillit tous les deux avec la chaleur d'un père. Il est entré dans la maison et a reçu l'assiette,,,,,,110.0
,Ni agahore ntiworaba. Riri heza kandi ryubatswe neza. Rifise umuryango n’amadirisha vyagutse.,,,general,Ce n'est pas un indice. C'est bien construit. Il a la famille et les larges fenêtres.,,,,,,93.0
,Ni bwa bubabare uvuga uti bugiye kuvamwo inyungu,C’est cette douleur dont tu dis qu’elle finira par produire un avantage,,general,Si vous sentez que vous allez prendre un avantage,,,,,,48.0
,"Ni caba gikenye naho, bene kugitungisha ni bande, uretse twebwe twakirazwe",,,general,"S’il est faible, s’il est pauvre, vos propriétaires sont bien sauvés.",,,,,,74.0
,"Ni co gituma irima rihagarara, ariko abafise ahatotahaye kubera amazi, bararima bakeza.",,,general,"C'est pourquoi le vivant se tient debout, mais ceux qui ont tué à cause de l'eau, ils trompent l'eau.",,,,,,87.0
,"Ni harambe Ikirundi, co rurimi rwatwonkeje",,,general,"C'est une expérience de l'ourdou, qui est la langue de notre pays",,,,,,42.0
,"Ni ho hasanzwe Ingoro y’imico n'akaranga (Musée National de Gitega), ikibanza gifise intonde z’ivyegeranyo vy’akahise, Imico, n’ibikoresho vyakoreshwa kera",,,general,"Il abrite le Musée National de la Culture et de la Nature (Musée National de Gitega), un site qui abrite une collection d'objets, de cultures et d'objets.",,,,,,155.0
,"Ni ho usanga ibiro bikuru vya Reta, harimwo Ibiro vya Perezida, Inama nshingamateka, n’ibindi bigo vya Leta",,,general,"C'est là que se trouvent les principaux bureaux du gouvernement, notamment le bureau du président, le Conseil législatif et d'autres agences gouvernementales.",,,,,,107.0
,"Ni ho usanga inka zihaze ubwatsi zikagaramanga kuko zihaze umuyonga, amapfizi akirirwa arivuga",,,general,"C'est là que les vaches rassasiées d'herbe sont heureuses parce qu'elles sont rassasiées, et les bœufs paissent et parlent.",,,,,,94.0
,Ni ikibazo ca Reta gihambaye cane gitanga uburenganzira bwo kwinjira muri kaminuza,,,general,C'est une question d'État très importante qui accorde l'admission aux universités,,,,,,82.0
,Ni intara uravye ahantu iherereye ihagaze neza kuko ihana urubibe n'ibihugu vy'Urwanda hamwe na Repubulika Iharanira Intwarorusangi ya Kongo(RDC),,,general,C'est une province bien située car elle borde les pays du Rwanda et de la République Démocratique du Congo (RDC).,,,,,,145.0
,Ni ko nta mwigeme wo gutaha ijoro mu gihe ata co ariko arakora,,,general,Il n'y a aucune raison de rentrer chez soi le soir quand il n'y a rien à faire,,,,,,62.0
,"Ni naco gituma usanga bariko baravuga ngo «ikirundi kiragoye», kandi ari ururimi kavukire.",,,general,"C'est pourquoi ils disent : « C'est difficile pour le Kirundi, et c'est un indigène.",,,,,,90.0
,Ni naho nkomugisata  c’amayagwa usanga bavuga bati,,,general,"C'est comme un désastre, disent-ils",,,,,,50.0
,Ni naho tubona abantu badasiba kwita ku rutare bagerageza gusubiza agateka ururimi bonse,,,general,C'est là que l'on voit des gens qui ne cessent de prendre soin du rocher et tentent de récupérer le privilège de leur langue.,,,,,,88.0
,Ni naho usanga benshi mu banyeshure batakariza amanota kuko na bimwe bimwe mu vyigwa bishimikira kunyandiko nziza,,,general,Même la plupart des étudiants perdent des scores car certaines leçons sont également basées sur une bonne lettre.,,,,,,113.0
,Ni nde yahenze Abarundi ngo “ukwitaho Ikirundi ni isubiranyuma ryiterambere?“,,,general,"Qui trompe les Burundais, que le Kirundi est l'audition du Kirundi si le progrès du progrès est ce progrès ?",,,,,,77.0
,"Ni nde yaturoze, akadutera gutakaza akanovera k’ururimi twonse mw’ibere.",,,general,"Qui nous a formés, nous a tous fait perdre la langue dans nos cœurs.",,,,,,72.0
,"Ni ngombwa ko twokwibuka ko abantu bavuga ururimi rw'Ikirundi, haba mu Burundi canke hanze, bakiri imparurwa ugereranije n’abantu bari kw’isi yose.",,,general,"Il est important de rappeler que les gens parlent la langue Kirundi, que ce soit au Burundi et à l'étranger, sont toujours dociles par rapport aux gens du monde entier.",,,,,,147.0
,Ni nk’ayo mashure yanyu nyene ! Sinzobona uburuhuko burageze ngo muje kundabira umwana wa mama.»,,,general,C'est comme ça aussi ! Je ne verrai pas la vacance de l’enfant de ma mère.,,,,,,96.0
,Ni rwo rero rwoba rujejwe gukurikirana ikoreshwa ry’indimi mu Burundi,,,general,Il est donc chargé de surveiller l'usage des langues au Burundi.,,,,,,69.0
,Ni rwo rwofasha mu kwongereza amasaha Ikirundi cokwigishwako,,,general,Cela aiderait à augmenter le temps consacré aux heures d'enseignement du kirundi.,,,,,,60.0
,"Ni rwo rwovyitaho kurusha, rukabiha intumbero, kandi rukabibazwa",,,general,"C'est le plus attentionné, le plus concentré et le plus responsable",,,,,,64.0
,"Ni ugutira bikwiye, ijambo rikava muri urwo rurimi, maze rigafata inyubako y’urwo rurimi ruritiye",,,general,"C'est un véritable emprunt, le mot vient de cette langue et prend la structure de cette langue.",,,,,,97.0
,"Ni ukuri narakunda data, naramwubaha, imbere y’uko asezera isi ,Imana imuhe uburuhukiro bwiza.",,,general,"C'était vrai que j'aimais le père, je lui ai donné, avant qu'il ne promette à la terre, Dieu pour lui donner un bon repos.",,,,,,94.0
,Ni ukwezi amahonda aba yandandagaye kandi inka ziba zandagaje ibishakara,,,general,C'est le mois où les vaches sont engraissées et les vaches sont engraissées,,,,,,72.0
,Ni ukwezi kwagwamwo imvura y’igisagura bita intsindagirabigega ni na kwo basizamwo,,,general,"C'est un mois de pluie passagère, qui fait l'arrosage, c'est le",,,,,,82.0
,Ni ukwezi usanga imvura ari nyinshi cane inzuzi zikuzura kuburyo utashobora kuja kuramutsa incuti zo hakurya uri hakuno,,,general,"Cela fait un mois aussi, trop de rivières vous remplissent pour que vous ne puissiez pas aller rendre visite à un proche.",,,,,,119.0
,Ni ukwezi usanga imvura igwa isamirana ku murambi umwe ku wundi hakaba hariko haraka izuba ukaza ubona isimbiye kuwundi ikagwa imakura,,,general,C'est un mois au cours duquel la pluie tombe d'une lune à l'autre et il y a le soleil quand on le voit changer d'une lune à l'autre et il grandit.,,,,,,134.0
,Ni ukwezi usanga ingamba z’ibiharage zaravye hagaca hagwa imvura izinyonyora bikarabuka,,,general,C'est un mois où l'on voit les stratégies des pays étrangers et il pleut et sèche,,,,,,87.0
,"Ni vyiza cane mwananje. Amfata ukuboko, anjana munzu ampa imfungurwa.",,,general,C'est génial mon enfant. Il m'a attrapé la main et m'a emmené vers moi pour me donner un repas.,,,,,,69.0
,"Ni vyo, uguhindura inyigisho mu Kirundi, vyotuma abarezi n’abarerwa boroherwa, ndetse n’umwimbu mu mashure ukongerekana",,,general,"Oui, traduire en kirundi, les enseignants, les enseignants et les rendements augmentent dans les écoles",,,,,,119.0
,Ni we afata ingingo yo kugomora ingabo akongera agashira igikumu ku masezerano yo guhagarika ingwano .,,,general,C'est lui qui prend la décision de dissoudre l'armée et de mettre fin à l'accord de cessez-le-feu.,,,,,,102.0
,Ni we yama aronderera impamba bashikibe biga kure.,C'est lui qui cherche toujours de quoi manger pour ses soeurs qui étudient loin.,,general,C'est lui qui cherche toujours du coton pour les filles qui étudient loin.,,,,,,50.0
,Nico gisagara cambere kinini mu Burundi kigatera caguka cane,,,general,C'est la plus vieille ville du Burundi et elle vole beaucoup,,,,,,60.0
,Niho ishusho yico gihe yaja mu ngiro mu ciswe “Kirundisation” canke “Ruralisation” mu rurimi rw’igifaransa,,,general,C'est là qu'intervient l'image de l'époque appelée « Kirundisation » ou « Ruralisation » en langue française.,,,,,,106.0
,"Niho nahura n’umutama kw’ibarabara, maze mbanza kumuramutsa nk’uko umuco w’ikirundi ubidutegeka",,,general,"Puis j'ai rencontré un vieil homme sur la route, et je l'ai d'abord salué selon la lumière de la lumière kirundi.",,,,,,95.0
,Niko kuja muvyo kunsigurira ko iyo ari indamukanyo y’Ikirundi mw’ako gace.,,,general,Je vais me dire que c'est une salutation en kirundi.,,,,,,74.0
,"Niko, Ikirundi  ntikiri mu mugwi w’indimi zishobora kugenda akagirire, kuko ari ururimi ruvugwa kandi rugahurirwako n’umugwi munini w’abantu ; Abarundi bose",,,general,"Ainsi, l’Ikirundi ne fait pas partie du groupe des langues qui peuvent devenir populaires, car c’est une langue parlée et partagée par un grand groupe de personnes ; Tous les autres",,,,,,156.0
,"Niwaba utubabaye, uradutabara ntusubire kutwicisha rurya rubura n’imituragaro, biradutera ubwoba.",,,general,"Si vous vous inquiétez pour nous, aidez-nous et ne revenez pas nous tuer avec la neige et les villes, cela nous fait peur.",,,,,,97.0
,"Niwamfata, urandya ! Ko maze kurushikamwo, ni uze umfate ndabe. Ndaje wa kivagundu we, turihurira !",,,general,"Si tu m'emmènes, moi ! Si tu le sors, viens me voir. J'en viens au fait, et on se retrouve !",,,,,,99.0
,"Niwe abagirisha inama, akabashikiriza amakuru n’ingingo akuye ibukuru, akabereka inzira y’amajambere.",,,general,"C'est lui qui les conseille, leur donne les informations et les points importants, et leur montre le mode de vie.",,,,,,101.0
,"Niyongere, nyaruka twacerewe. Ubimenyeshejwe naniki? Wewe nta nkengeri wumvise ? None ihamagara twebwe ?",,,general,"Je suis désolé, je suis désolé. De quoi êtes-vous informé ? Avez-vous entendu quelque chose ? Est-ce que ça nous appelle ?",,,,,,104.0
,"Niyonsaba akamwemwe kamwishe. Nyina wiwe yamubariye ko ku mugoroba aja gusomera. Mushikiwe yaciye atangura gusya ibigori, na we aja gusenya.",,,general,Il m'a demandé avec un sourire qui l'a tué. Sa mère lui a dit que le soir il lirait. Mushikiwe commença alors à moudre le maïs et alla le détruire.,,,,,,140.0
,"Niyonzima yaracuye inyana, asanga i muhira nta n’inyoni ikoma, inzu irugaye. Agize atya abona umwotsi ufumba.",,,general,"Niyonzima a coupé le veau et a constaté qu'il n'y avait même pas un oiseau chez lui, la maison était en ruines. Ce faisant, il vit de la fumée s'élever.",,,,,,109.0
,Nka kurya bahora babigira ku bijanye n’ubuhinga bwo kumenyesha amakuru,,,general,Comme ils le font toujours avec les technologies de l'information,,,,,,70.0
,"Nkibabona, nca ntora ibikoresho, ngasezera abavyeyi, tugaca dufata akayira.",,,general,"Quand je les vois, je prends les outils, et je dis aux parents, et je m'y mets.",,,,,,75.0
,Nkibaza nti kubera iki bahohotera Ikirundi kandi ari bo bari bakwiye kugiteza imbere,,,general,Je me demande pourquoi ils le perdent en kirundi et ils devraient être promus,,,,,,84.0
,Nko kwita umwigeme ukunda ngo ni chouette kandi tuzi ko igihuna ari igikoko gitera imikoshi mu Burundi,,,general,"Comme une fille qu'on aime, on sait que le mensonge est une bête qui mène au Burundi",,,,,,102.0
,"Nko mu Kirundi,iryungane rikagira inyitangizo, itsitso na karangura",,,general,"Comme en Kirundi, le yungane a une introduction, tsitso et karangura",,,,,,67.0
,"Nko mu mibano, ururimi rw’Ikirundi rutagihari, ntitwosubira kuronka ingene tugaragaza ya mico ituranga",,,general,"Comme dans les relations, lorsque la langue ourdou n’existera plus, nous n’aurons plus les moyens d’exprimer nos caractéristiques uniques.",,,,,,102.0
,"Nkurunziza : Ego, ipasi ishushe irakura imipfunyunyu, ikica n’ubukoko bwoba busigaye mu mpuzu.",,,general,"Nkurunziza : Oui, l’air chaud provoque des cloques, tuant les animaux qui restent dans la peau.",,,,,,94.0
,"Nkurunziza : Eka uwabikubariye yarakubeshe. Impuzu ya isuku ni yo iramba, umwanda utuma inyuzi zikakarara.",,,general,Nkurunziza : Que celui qui vous l'a dit vous ait menti. L’assainissement est la pollution la plus persistante qui assombrit les rivières.,,,,,,106.0
,Nkurunziza : Ukanzwe n’uko ubona kayagayaga ? Nakamesuye ejo ndakagorora.,,,general,Est-ce que vous vous rejetez tel que vous le voyez ? Je me suis lavé hier et je l'ai installé.,,,,,,73.0
,"Nkurunziza: Iyo impuzu ifise umwanda mwinshi, urabanza ukayinika mu mazi arimwo isabuni.",,,general,"Nkurunziza : Lorsqu'un grand tissu contient beaucoup de démons, il va d'abord dans l'eau contenant des lions.",,,,,,88.0
,Nk’amakete hamwe n’ubutumwa buto buto usanga harimwo agahaze,,,general,Comme les cartes postales et les petits messages sont souvent inclus,,,,,,60.0
,"Nk’uko Edouard Ntamatungiro abivuga, n’indimburo twisunga uno musi  Ntahokaja yashoboye kwandika,  uburyo yakoresheje bwari ubwo ahawe n’igipatiri",,,general,"Selon Edouard Ntamatungiro, aujourd'hui encore Ntahokaja savait écrire, la méthode qu'il utilisait était lorsqu'on lui donnait un prêtre",,,,,,146.0
,"Nk’uko bimenyeshwa n’ishirahamwe mpuzamakungu rijejwe ivy’indero Unesco,imicokama ifise ikibanza ntasubirizwa mw’iterambere ry’ibihugu",,,general,"Selon les informations de l'organisation internationale en charge de la discipline Unesco, l'éducation a une place irremplaçable dans le développement des pays.",,,,,,134.0
,"Nk’uko bivugwa n’umwigisha muri Kaminuza y’Uburundi Gertrude Kazoviyo, yanonosoye ivyigwa vy’Imvugo n’amajambo,",,,general,"Selon l'enseignante de l'Université du Burundi, Gertrude Kazoviyo, elle a amélioré les cours d'expression orale et de vocabulaire.",,,,,,111.0
,"Nk’uko inka iza kubabara mugabo bikayifasha kuzorondoka, kandi hakaba n’abaja kubukura mu cibo bakarya indya iryoshe",,,general,"Tout comme une vache souffre mais cela l'aide à se reproduire, et il y a ceux qui viennent la retirer de la nourriture et manger de la nourriture délicieuse.",,,,,,116.0
