File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Speaker_id,Age,Gender,Machine_Suggestion
,Umukuru w’igihugu arafise ububasha bwo gushinga amategeko kandi akubahiriza ikurikizwa ry’amabwirizwa.,,,general,,,,Le chef de l'État a le pouvoir de légiférer et de faire appliquer les lois.
,Umukuru w’igihugu arafise ububasha bwo kugirira ikigongwe abaciriwe ibihano mu manza z’ivyaha.,,,general,,,,Le chef de l'État a le pouvoir de gracier les personnes condamnées dans des affaires pénales.
,Umukuru w’igihugu arashobora gukurwa mu mabanga yiwe iyo akoze ikosa rinyomoje.,,,general,,,,Un chef d’État peut être démis de ses fonctions s’il commet une grave erreur.
,Umukuru w’igihugu arashobora gushinga Itegeko-bwirizwa ryo kumera magabo nk’igihugu kiri mu ngwano kandi agafata n’ingingo.,,,general,,,,Le chef de l'Etat peut créer un ordre juridique pour être des hommes comme un pays sous caution et prendre des dispositions.
,Umukuru w’igihugu arashobora gutuma Ivyegera vyiwe ngo bimurangurire amabanga ajejwe kiretse ayadondaguwe mu gahimba ka kabiri k’iyi ngingo.,,,general,,,,Le chef de l'Etat peut nommer ses représentants pour remplir ses fonctions sauf si cela est mentionné dans la deuxième partie de cet article.
,Umukuru w’igihugu atorwa yemejwe n’amajwi arenga ica kabiri c’abatoye.,,,general,,,,Le chef de l'Etat est élu avec l'approbation de plus de la moitié des électeurs.
,Umukuru w’igihugu ni we agena abakozi bakuru bakuru mu nzego z’igihugu no muntwaramiheto.,,,general,,,,Le chef de l'État est celui qui nomme les hauts responsables des secteurs national et du tir à l'arc.
,Umukuru w’igihugu ni we agena akongera agahamagaza abaserukira Uburundi n’izindi ntumwa mu makungu.,,,general,,,,Le chef de l'Etat est celui qui nomme et appelle les ambassadeurs du Burundi et les autres ambassadeurs dans le monde.
,Umukuru w’igihugu ni we kizigenza mu ntwaramiheto no mu bajejwe umutekano.,,,general,,,,Le chef de l’État est celui qui dirigera les forces de sécurité et de tir à l’arc.
,Umukuru w’igihugu ni we mukuru wa Leta kandi ni we arongora Inama nshikiranganji.,,,general,,,,Le chef de l'État est le chef de l'État et dirige le Conseil des ministres.
,Umukuru w’igihugu niwe agena akongera akabogoza abagize urwego nshikiranganji abanje kugisha inama ivyegera vyiwe.,,,general,,,,Le chef de l'Etat est celui qui nomme et dirige les membres du ministère après consultation de ses proches.
,Umukuru w’igihugu niwe atanga ibidari vy’iteka n’ibindi bimenyetso biranga abatewe iteka n’igihugu.,,,general,,,,Le chef de l’État est celui qui remet les médailles éternelles et autres symboles à ceux qui ont été immortalisés par le pays.
,Umukuru w’igihugu niwe nkinzo y’intahe y’ukwikukira n’imbibe z’igihugu kandi niwe yubahiriza amasezerano n’imyumvikano Uburundi.,,,general,,,,Le Chef de l'Etat est le gardien de la nation et du peuple du pays et c'est lui qui fait respecter les accords et accords avec le Burundi.
,Umukuru w’igihugu ntashobora gukwegwa mu manza z’ivyaha kubera ivyo yakoze arangura amabanga yashinzwe kiretse iyo yahemukiye igihugu.,,,general,,,,Le chef de l'Etat ne peut être poursuivi pour ses actes dans l'exercice de ses fonctions que s'il a trahi le pays.
,Umukuru w’igihugu ntashobora kubangikanya ibanga ryiwe n’ayandi mabanga hamwe n’uwundi murimo w’igihugu canke umwuga uwo ariwo wose.,,,general,,,,Le chef de l'Etat ne peut cumuler sa fonction avec d'autres fonctions et avec aucun autre emploi du pays ou aucune profession.
,Umukuru w’igihugu ntashobora kuzibogoza urubanza rutaracibwa.,,,general,,,,Le chef de l’État ne peut pas trancher une affaire avant qu’elle ne soit tranchée.
,Umunsi umwe ibihimba vy’umubiri vyarahaririye bigomba kumenya ikiruta ibindi. Ururimi rutangura ruti: «Umukuru ni jewe ndabavugira.,,,general,,,,"Un jour, les organes furent comptés pour connaître la chose. La langue commence : <<Je me parle."
,"Umunsi umwe nyina yagiye kurima munsi y’urugo, Madebari arasimba afata ya mbugita.",,,general,,,,"Un jour, sa mère est allée à la ferme sous la maison, Madebari a soudainement pris le mûrier."
,"Umunsi umwe, ahaye bwakeye Kavamahanga, abona aratose ku birenge, impuzu na zo zajovye, eka umengo yaguye mu ruzi;",,,general,,,,"Un jour, alors qu'il visitait Kavamahanga, il vit que ses pieds étaient mouillés, que ses vêtements étaient également trempés et que l'arbre tombait dans la rivière ;"
,"Umunsi umwe, bari mu cigwa c’ibiharuro, umwigisha aramubaza ati : «Ndayisaba, twaharuye utuburungu tungahe ?»",,,general,,,,"Un jour, alors que j'étais chez ma maman, la maîtresse lui demanda : « Je demande, pour quoi c'est ?"
,"Umunsi umwe, haza agaca karondera icorirenza, ya nkokokazi iba yakabonye kera, ica ihamagara utwana twayo.",,,general,,,,"Un jour, quand il est apparu, le repaire était vieux, il les a traités d'enfants."
,"Umunsi umwe, imbeba yahwaniye n’imende ku muguruka,zirawusesa, zirayaga.",,,general,,,,"Un jour, une souris s'est battue avec un papillon de nuit à la volée et ils l'ont détruit."
,"Umunsi umwe, mwene mamawacu yaje atekeye ibiyoba",,,general,,,,"Un jour, le frère de ma mère est venu cuisiner"
,Umuntu azikwandika inkuru mu buryo bunoboye aragira amahirwe menshi yokuronka akazi.,,,general,,,,Une personne qui écrira une histoire d’une certaine manière a tellement de chance de vous trouver un emploi.
,Umuntu wese afise uburenganzira bwo kuganza ivyiwe bimwegukira.,,,general,,,,Chacun a le droit de contrôler ses propres intérêts.
,Umuntu wese ategerezwa gusoner amatungo y'igihugu bimwe biboneka n’ukuyakingira.,,,general,,,,Tout le monde doit protéger et protéger le bétail du pays.
,"Umuntu wese ategerezwa gusonera no guha icubahiro abandi ata gucagura, no gukomeza imigenderanire iteza imbere.",,,general,,,,"Chacun doit pardonner et respecter les autres sans les déchirer, et entretenir une relation positive."
,"Umuntu wese ategerezwa guterera agacumu k’ubumwe mu kubungabunga amahoro, intwaro rusangi n’ubutungane kuri bose.",,,general,,,,"Tout le monde doit lancer une lance d’unité pour maintenir la paix, un gouvernement commun et la justice pour tous."
,Umuntu wese ategerezwa kwubaha abo basangiye igihugu akabereka ko abasonera ata gukumira.,,,general,,,,Chacun doit respecter ses compatriotes et lui montrer qu'il n'est pas exempté.
,Umuntu wese ategerezwa kwubaha amabwirizwa n’inzego za Republika.,,,general,,,,Chacun doit respecter les lois et les institutions de la République.
,"Umuntu wese yononye itunga ry’igihugu, mu kumenagura canke mu gusambura, mu kurya ibiturire, mu kunyuruza arahanwa hakurikijwe Ibwirizwa.",,,general,,,,"Quiconque détériore les biens du pays, en détruisant ou en pillant, en dévorant les maisons, en s'introduisant sans autorisation, est puni selon la loi."
,"Umuntu wese, mu rubanza rwa Sentare canke rwo mu ntwaro, arafise uburenganzira bwo kwumvirizwa bikwiye.",,,general,,,,"Toute personne, lors d'un procès judiciaire ou militaire, a droit à un procès équitable."
,Umuntu yagirijwe icaha afatwa nkuko ataco yakoze gushika acirwe urubanza ruvyemeza hakurikijwe amategeko.,,,general,,,,Une personne accusée d'un crime est traitée comme si elle n'avait pas commis de crime jusqu'à ce qu'elle soit jugée conformément à la loi.
,"Umunyagihugu wese akwiye kuronka ibimufasha mu mateka yerekeye ubutunzi, imibano, imico bikenewe kugira ngo yiteze imbere.",,,general,,,,"Chaque citoyen devrait avoir accès aux ressources historiques, aux relations et à la culture nécessaires à son développement."
,Umunyagihugu wese ategerezwa gukorera ineza ya bose kandi akarangura imirimo ajejwe.,,,general,,,,Chaque citoyen doit œuvrer pour le bien de tous et remplir ses devoirs.
,"Umunyamahanga ariko arakurikiranwa ku caha c’ihonyabwoko,arashobora gushikirizwa igihugu kimurondera.",,,general,,,,Un étranger poursuivi pour crime de génocide peut être amené dans le pays à sa recherche.
,Umunyamahanga wese aba mu Burundi ategerezwa gukingirwa mu buzima bwiwe no mu matungo yiwe nk’uko iri bwirizwa shingiro n’ayandi mabwirizwa abitegekanya.,,,general,,,,Tout étranger vivant au Burundi doit être protégé dans sa vie et ses biens conformément à cette constitution et aux autres réglementations.
,"Umurimyi: Ba uza tuje inama, tukubarire igihe imirima  igukeneye. Ahatemba na ho ba ugerageza kuhagwa witonze.",,,general,,,,"Agriculteur : Venez à la réunion, dites-nous quand les champs ont besoin de vous. Là où il y a un flux, essayez d'être prudent."
,"Umurimyi: Je hari n’ikindi catuyobeye, mbe harya uturagara uba ugira tugutinye canke ushaka kudukangira ibibondo ?",,,general,,,,"Fermier : Y a-t-il autre chose qui nous manque, avez-vous peur de nous ou voulez-vous nous faire peur ?"
,Umurimyi: Mbega wa mvura ntiwogwa!  Raba uduharage twanje twumye. Wewe ntubona ko wishe imirima!,,,general,,,,Fermier : Quel jour de pluie !  Regardez ma peau sèche. Vous ne semblez pas avoir tué les champs !
,"Umurundi uwariwe wese arafise uburenganzira bungana n’ubwabandi bwo kuronka inyigisho, indero n’imico kama.",,,general,,,,"Chaque citoyen a le même droit que les autres à recevoir l'éducation, la discipline et la morale."
,"Umurundi wese arafise ijambo mu vyerekeye intwaro no mu gutunganya ivy’igihugu, yiserukiye we nyene canke aciye ku bamuserukira.",,,general,,,,"Chaque Burundais a son mot à dire en matière de gouvernement et d'organisation du pays, se représente lui-même ou représente ses représentants."
,Umurundi wese arashobora kandi gushingwa amabanga y’igihugu ciwe.,,,general,,,,N’importe qui peut également se voir confier les secrets de son pays.
,"Umurundi wese ashinzwe canke yatorewe amabanga y’igihugu ategerezwa, ku neza ya bose ntahemuke agashira imbere ineza y’igihugu.",,,general,,,,"Toute personne chargée ou élue aux fonctions du pays doit, pour le bien de tous, ne pas être infidèle et donner la priorité au bien du pays."
,Umurundi wese ategerejwe gukingira amatungo y’igihugu.,,,general,,,,Tout le monde est censé protéger le bétail du pays.
,Umurundi wese ategerezwa gushigikira iterambere ry’umuryango n’ugukora atiziganya kugira ngo uwo muryango ugume ufatanye mu nda kandi ugumane icubahiro.,,,general,,,,Chacun doit soutenir le développement de la famille et travailler sans relâche pour garder la famille unie et respectable.
,Umurundi wese ategerezwa guterera agacumu k’ubumwe mu kwubaka n’uguteza imbere igihugu mu kurangura neza ibikorwa yashinzwe.,,,general,,,,Chaque citoyen doit lancer une lance d'unité dans la construction et le développement du pays en menant à bien les activités qui lui sont assignées.
,Umurundi wese ategerezwa kwama abungabunga kandi akomeza ubumwe mu gihugu yisunze Amasezerano y’Ubumwe bw’abarundi.,,,general,,,,Chaque individu doit toujours préserver et maintenir l’unité du pays conformément à l’Accord d’unité.
,Umurundi wese ategerezwa kwama agavye kandi agaterera agacumu k’ubumwe mu kurwanira igihugu c’amavukiro.,,,general,,,,Tout le monde doit toujours se lever et lancer une lance d’unité dans la lutte pour la patrie.
,Umurundi wese n’umunyamahanga wese aba mu Burundi ategerezwa kwirinda uguhungabanya umutekano w’i gihugu.,,,general,,,,Tout Burundais et tout étranger vivant au Burundi doivent éviter de troubler la sécurité du pays.
,"Umurundi wese, mu mibano yiwe n’abandi, ategerezwa kwama yigenza neza ku buryo akingira akongera agakomeza imico myiza y’igihugu.",,,general,,,,"Chacun, dans ses relations avec les autres, doit toujours bien se comporter afin de protéger et de maintenir la bonne moralité du pays."
,"Umurwa mukuru wa politike w'igihugu c'uburundi, ico gisagara kikaba ari igisagara kigira kabiri mu bunini mu Burundi",,,general,,,,"Capitale politique du Burundi, la ville est la deuxième plus grande ville du Burundi"
,"Umurwi wigenga ujejwe gutunganya amatora mu gihugu cose urubahiriza ko abantu batora mu mwidegemvyo, ata nkunzi n’uko amatora aba ata gitsure.",,,general,,,,"L'organisme indépendant chargé d'organiser les élections dans tout le pays veille à ce que les citoyens votent librement, que les élections soient équitables ou non."
,Umuyobozi w’ikigo c’isomero no gusasagaza akaranga CEBULAC yari ahari ico gihe yavuga ko uburyo buhari,,,general,,,,Le directeur de la Bibliothèque et Centre d'Information du CEBULAC qui était sur place à ce moment-là a déclaré qu'il existe un moyen
,"Umviriza ndakubwire : umuntu agira amaso abiri ngo abone neza,amaboko abiri ngo akore neza, amatwi abiri ngo yumve neza,amaguru abiri ngo agende neza.",,,general,,,,"Écoutez-vous : quelqu'un a deux yeux pour aller mieux, deux bras pour bien travailler, deux mains pour se sentir mieux, deux jambes pour bien aller."
,Umwaka wa gatandatu uherezwa n'ikibazo ca Reta giha abarushije abandi uburenganzira bwo kwiga mu mashure yisumbuye akukira Reta,,,general,,,,"Pour la sixième année, le gouvernement a accordé le droit d'étudier dans les lycées soutenus par le gouvernement."
,"Umwana Manjanja yari yicaye iruhande y’inzira, ivyatsi bimukikije.",,,general,,,,"L'enfant de Manjanja était assis au bord de la route, l'herbe autour de lui."
,Umwana wese apfunzwe ategerezwa gutandukanywa n’imbohe zirenza imyaka cumi n’itandatu.,,,general,,,,Tout enfant détenu doit être séparé des détenus de plus de seize ans.
,Umwana wese arafise uburenganzira bwo gufatirwa ingingo zimukwiye z’ukumubungabunga canke zimworohereza kurusha uko abayeho.,,,general,,,,Tout enfant a le droit de prendre les mesures appropriées pour le protéger ou le rendre meilleur qu'il ne l'est.
,"Umwana yari avuye kw’ishure, asanga mu nzira umutamakazi avuye kuvoma, avuvumangana igikunga.",,,general,,,,"L'enfant quittait l'école et, en chemin, il a trouvé une femme qui sortait de l'eau et qui appelait à l'aide."
,"Umwe mu bapfasoni bari aho atangura kwidoga ati: ""Emwe abagore twaragowe.""",,,general,,,,"L'un des clowns présents se mit à rire et dit : « Ô les femmes, nous avons des ennuis. »"
,"Umwe mu bigisha twari dufise muri kaminuza yama akunda kutubwira ati :« icivugo canyu cari gukwiye kuba Ikirundi, Uburundi, Abarundi.»",,,general,,,,"Un des professeurs que nous avions au collège disait toujours souvent : << ta pilule devrait être Kirundi, Burundi."
,"Umwete nagize mu mwaka uheze, warangiriye akamaro.Naronse amanota meza, raba ninjiye mu mwaka wa kabiri.",,,general,,,,Le travail acharné que j’ai accompli l’année dernière a porté ses fruits. J'ai eu de bonnes notes et j'entre maintenant en deuxième année.
,"Umwigisha Tunguhore ati : “Kugira uronke ico wihembuza ni uko uba warushe, ukaronka ico waharaniye, wabiriye akuya hamwe wiruhutsa ubonye ivyamwa ukavuga uti ashi.”",,,general,,,,"""L'amour que vous pouvez trouver vous-même, c'est parce que vous êtes fatigué et que vous avez ce que vous combattez, si vous vous détendez, vous trouverez des fruits et vous direz qu'il l'est"", dit l'Enseignant."
,Umwigisha aramubaza ati: «Inyoni uzibonye hehe?» Ndayisaba aramaramara.,,,general,,,,Et le maître dit : Quand as-tu vu les jeunes ?
,"Umwigisha aramwihaniza kuba agisamara, ariko bimuca inyuma y’amatwi. Uwundi munsi bariko barasoma, umwigisha amubaza aho bageze",,,general,,,,"Le professeur le prévient d'être affaibli, mais cela le tue derrière les oreilles. L'autre jour, ils lisaient, un professeur lui a demandé où ils étaient parvenus."
,Umwigisha muri kaminuza atuyagire ivy’amezi nk’uko tubisanga mu gitabo ciwe “Imigenzo y’Ikirundi”.,,,general,,,,"Un professeur de l'université nous parle des lunes comme on le retrouve dans son livre ""Imigenzo y Ikirundi""."
,"Umwigisha wacu, ntako akara, turamukunda, kandi turamugamburukira.",,,general,,,,"Notre professeur, rien n'aime, nous l'aimons et nous lui obéissons."
,"Uno musi, abo bamenyeshamakuru bahohotera ururimi rwabo, boba bazi ko bariko bararengera amategeko atunganya ikoreshwa ry’indimi mu Burundi.",,,general,,,,"Aujourd’hui, ces journalistes abusent de leur langue, sachant qu’ils défendent les lois réglementant l’usage des langues au Burundi."
